Word,Furigana,Romaji,JLPT,Hinshi,Indonesia Meaning
移転,いてん,iten,JLPT N2,Noun,pindah; relokasi
従姉妹,いとこ,itoko,JLPT N2,Noun,sepupu (perempuan)
佚,いつ,itsu,JLPT N2,Noun,merasa nyaman; bersantai
いつの間にか,いつのまにか,itsunomanika,JLPT N2,Adverb,sebelum seseorang tahu; sebelum seseorang menyadari
一旦,いったん,ittan,JLPT N2,Adverb,sekali
一定,いってい,ittei,JLPT N2,Noun,tetap; mapan
行ってまいります,いってまいります,ittemairimasu,JLPT N2,Expression,Selamat tinggal; aku pergi
行ってらっしゃい,いってらっしゃい,itterasshai,JLPT N2,Expression,Semoga harimu menyenangkan; jaga diri baik-baik
愈,いよいよ,iyoiyo,JLPT N2,Adverb,semakin dan semakin; semakin
ジャーナリスト,ジャーナリスト,ja-narisuto,JLPT N2,Noun,wartawan
蛇口,じゃぐち,jaguchi,JLPT N2,Noun,keran; kran
弱点,じゃくてん,jakuten,JLPT N2,Noun,titik lemah; kelemahan
じゃん拳,じゃんけん,janken,JLPT N2,Noun,"permainan batu, kertas, gunting"
地盤,じばん,jiban,JLPT N2,Noun,tanah; kerak (bumi)
自治,じち,jichi,JLPT N2,Noun,pemerintahan sendiri; otonomi
児童,じどう,jidou,JLPT N2,Noun,anak-anak; remaja
自衛,じえい,jiei,JLPT N2,Noun,"pertahanan diri; bela diri  じえい: ichi1, news1, nf07. arti: ichi1, berita1, nf07."
寺院,じいん,jiin,JLPT N2,Noun,kuil
時間割,じかんわり,jikanwari,JLPT N2,Noun,jadwal (khususnya jadwal sekolah mingguan); rencana
実感,じっかん,jikkan,JLPT N2,Noun,perasaan nyata; perasaan sebenarnya
地味,じみ,jimi,JLPT N2,Na-adjective,polos; sederhana
人文科学,じんぶんかがく,jinbunkagaku,JLPT N2,Noun,ilmu humaniora; ilmu sosial
人命,じんめい,jinmei,JLPT N2,Noun,kehidupan (manusia)
人造,じんぞう,jinzou,JLPT N2,Noun,buatan manusia; sintetis
持参,じさん,jisan,JLPT N2,Noun,membawa; mengambil
磁石,じしゃく,jishaku,JLPT N2,Noun,magnet
自習,じしゅう,jishuu,JLPT N2,Noun,belajar mandiri; mengajar diri sendiri
時速,じそく,jisoku,JLPT N2,Noun,kecepatan (per jam)
実績,じっせき,jisseki,JLPT N2,Noun,prestasi; hasil aktual
実例,じつれい,jitsurei,JLPT N2,Noun,contoh; ilustrasi
実力,じつりょく,jitsuryoku,JLPT N2,Noun,(kemampuan) sebenarnya; kekuatan sejati
実用,じつよう,jitsuyou,JLPT N2,Noun,penggunaan praktis; kegunaan
助教授,じょきょうじゅ,jokyouju,JLPT N2,Noun,asisten profesor; profesor madya
上下,じょうげ,jouge,JLPT N2,Noun,atas dan bawah; tinggi dan rendah
定規,じょうぎ,jougi,JLPT N2,Noun,penggaris (pengukur)
蒸発,じょうはつ,jouhatsu,JLPT N2,Noun,penguapan
上旬,じょうじゅん,joujun,JLPT N2,Adverbial noun,10 hari pertama bulan
蒸気,じょうき,jouki,JLPT N2,Noun,uap; uap air
上級,じょうきゅう,joukyuu,JLPT N2,Noun,tingkat lanjut; nilai tinggi
乗車,じょうしゃ,jousha,JLPT N2,Noun,"naik kereta api, bus, dll.; naik kereta api"
受験,じゅけん,juken,JLPT N2,Noun,mengikuti ujian (khususnya ujian masuk sekolah dan universitas)
熟語,じゅくご,jukugo,JLPT N2,Noun,gabungan kanji
寿命,じゅみょう,jumyou,JLPT N2,Noun,rentang hidup
順序,じゅんじょ,junjo,JLPT N2,Noun,urutan; rangkaian
純情,じゅんじょう,junjou,JLPT N2,Noun,hati yang murni; kepolosan
順々,じゅんじゅん,junjun,JLPT N2,Adverb,secara berurutan; secara bergantian
循環,じゅんかん,junkan,JLPT N2,Noun,sirkulasi; rotasi
巡査,じゅんさ,junsa,JLPT N2,Noun,petugas polisi; polisi
純粋,じゅんすい,junsui,JLPT N2,Na-adjective,murni; sejati
述語,じゅつご,jutsugo,JLPT N2,Noun,predikat
重力,じゅうりょく,juuryoku,JLPT N2,Noun,gravitasi; gaya gravitasi
重量,じゅうりょう,juuryou,JLPT N2,Noun,berat
絨毯,じゅうたん,juutan,JLPT N2,Noun,karpet; permadani
重点,じゅうてん,juuten,JLPT N2,Noun,poin penting; penekanan
重役,じゅうやく,juuyaku,JLPT N2,Noun,direktur perusahaan; manajemen puncak
受話器,じゅわき,juwaki,JLPT N2,Noun,(telepon) penerima
蚊,か,ka,JLPT N2,Noun,nyamuk
カーブ,カーブ,ka-bu,JLPT N2,Noun,kurva; belokan
カバー,カバー,kaba-,JLPT N2,Noun,sampul (misalnya buku); cakupan
却って,かえって,kaette,JLPT N2,Adverb,sebaliknya; lebih tepatnya
過半数,かはんすう,kahansuu,JLPT N2,Noun,mayoritas
貝,かい,kai,JLPT N2,Noun,cangkang; kerang
解放,かいほう,kaihou,JLPT N2,Noun,pelepasan; pembebasan
開放,かいほう,kaihou,JLPT N2,Noun,membuka; membuka lebar
開会,かいかい,kaikai,JLPT N2,Noun,pembukaan rapat
会館,かいかん,kaikan,JLPT N2,Noun,aula pertemuan; aula perkumpulan
解散,かいさん,kaisan,JLPT N2,Noun,perpisahan; pembubaran
改札,かいさつ,kaisatsu,JLPT N2,Noun,pemeriksaan tiket
快晴,かいせい,kaisei,JLPT N2,Noun,cuaca cerah; cuaca tanpa awan
改正,かいせい,kaisei,JLPT N2,Noun,revisi; amandemen
解説,かいせつ,kaisetsu,JLPT N2,Noun,penjelasan; komentar
海水浴,かいすいよく,kaisuiyoku,JLPT N2,Noun,berenang di laut; mandi di laut
回数,かいすう,kaisuu,JLPT N2,Noun,jumlah kali; frekuensi
回数券,かいすうけん,kaisuuken,JLPT N2,Noun,buku tiket
回転,かいてん,kaiten,JLPT N2,Noun,rotasi (biasanya mengelilingi sesuatu); revolusi
回答,かいとう,kaitou,JLPT N2,Noun,balas; jawab
解答,かいとう,kaitou,JLPT N2,Noun,jawaban; solusi
海洋,かいよう,kaiyou,JLPT N2,Noun,Samudra
改造,かいぞう,kaizou,JLPT N2,Noun,perombakan; renovasi
果実,かじつ,kajitsu,JLPT N2,Noun,buah; kacang
過剰,かじょう,kajou,JLPT N2,Na-adjective,kelebihan; surplus
可決,かけつ,kaketsu,JLPT N2,Noun,"persetujuan; pengesahan (misalnya mosi, rancangan undang-undang)"
掛け算,かけざん,kakezan,JLPT N2,Noun,perkalian
垣根,かきね,kakine,JLPT N2,Noun,pagar tanaman; pagar
書留,かきとめ,kakitome,JLPT N2,Noun,pos tercatat
括弧,かっこ,kakko,JLPT N2,Noun,tanda kurung; kurung siku
下降,かこう,kakou,JLPT N2,Noun,penurunan; jatuh
火口,かこう,kakou,JLPT N2,Noun,kawah; kaldera
格別,かくべつ,kakubetsu,JLPT N2,Na-adjective,khusus; istimewa
各地,かくち,kakuchi,JLPT N2,Noun,setiap tempat; berbagai tempat
拡張,かくちょう,kakuchou,JLPT N2,Noun,perluasan; perpanjangan
角度,かくど,kakudo,JLPT N2,Noun,sudut
各自,かくじ,kakuji,JLPT N2,Noun,masing-masing (orang); setiap orang
拡充,かくじゅう,kakujuu,JLPT N2,Noun,"ekspansi  かくじゅう: news1, nf08. 拡充: berita1, nf08."
確率,かくりつ,kakuritsu,JLPT N2,Noun,probabilitas; kemungkinan
架空,かくう,kakuu,JLPT N2,Noun,udara; di atas kepala
釜,かま,kama,JLPT N2,Noun,panci besi; ketel
紙屑,かみくず,kamikuzu,JLPT N2,Noun,kertas bekas; potongan kertas
神様,かみさま,kamisama,JLPT N2,Noun,Tuhan
剃刀,かみそり,kamisori,JLPT N2,Noun,pisau cukur
仮名,かな,kana,JLPT N2,Noun,"kana; Suku kata Jepang (yaitu hiragana, katakana)"
仮名遣い,かなづかい,kanazukai,JLPT N2,Noun,Ortografi kana; ejaan suku kata
看板,かんばん,kanban,JLPT N2,Noun,papan nama; tanda
看病,かんびょう,kanbyou,JLPT N2,Noun,merawat (pasien)
勘違い,かんちがい,kanchigai,JLPT N2,Noun,kesalahpahaman; tebakan yang salah
官庁,かんちょう,kanchou,JLPT N2,Noun,kantor pemerintah; badan pemerintah
乾電池,かんでんち,kandenchi,JLPT N2,Noun,sel kering; baterai
鐘,かね,kane,JLPT N2,Noun,lonceng (seringkali berupa lonceng gantung besar); denting
加熱,かねつ,kanetsu,JLPT N2,Noun,pemanasan; penerapan panas
感激,かんげき,kangeki,JLPT N2,Noun,emosi mendalam; kesan
間隔,かんかく,kankaku,JLPT N2,Noun,ruang; interval
換気,かんき,kanki,JLPT N2,Noun,ventilasi
冠,かんむり,kanmuri,JLPT N2,Noun,topi (khususnya topi tradisional yang dikenakan dengan pakaian sokutai atau ikan); mahkota
観念,かんねん,kannen,JLPT N2,Noun,ide; gagasan
乾杯,かんぱい,kanpai,JLPT N2,Noun,bersulang; minum (untuk merayakan atau menghormati sesuatu)
関西,かんさい,kansai,JLPT N2,Noun,"Kansai; wilayah yang terdiri dari Osaka, Kobe, Kyoto, dan prefektur-prefektur sekitarnya."
間接,かんせつ,kansetsu,JLPT N2,Noun,tidak langsung; ketidaklangsungan
鑑賞,かんしょう,kanshou,JLPT N2,Noun,"apresiasi (misalnya, terhadap seni); rasa estetika"
観測,かんそく,kansoku,JLPT N2,Noun,pengamatan; survei
感想,かんそう,kansou,JLPT N2,Noun,kesan; pikiran
寒帯,かんたい,kantai,JLPT N2,Noun,zona dingin
関東,かんとう,kantou,JLPT N2,Noun,Kanto; wilayah yang terdiri dari Tokyo dan prefektur-prefektur sekitarnya.
漢和,かんわ,kanwa,JLPT N2,Noun,Cina dan Jepang
缶詰,かんづめ,kanzume,JLPT N2,Noun,pengemasan (dalam kaleng); pengalengan
感ずる,かんずる,kanzuru,JLPT N2,Expression,untuk merasakan; untuk memahami
家屋,かおく,kaoku,JLPT N2,Noun,rumah; bangunan
殻,から,kara,JLPT N2,Noun,cangkang; sekam
カラー,カラー,kara-,JLPT N2,Noun,kerah
空っぽ,からっぽ,karappo,JLPT N2,No-adjective,kosong; hampa
カロリー,カロリー,karori-,JLPT N2,Noun,kalori
歌留多,かるた,karuta,JLPT N2,Noun,karuta; kartu bermain tradisional Jepang
下線,かせん,kasen,JLPT N2,Noun,garis bawah; garis bawah
カセット,カセット,kasetto,JLPT N2,Noun,tape kaset)
貸し出し,かしだし,kashidashi,JLPT N2,Noun,meminjamkan; memberi pinjaman
畏まりました,かしこまりました,kashikomarimashita,JLPT N2,Expression,tentu!
過失,かしつ,kashitsu,JLPT N2,Noun,kesalahan; kekeliruan
貸家,かしや,kashiya,JLPT N2,Noun,rumah sewa
加速,かそく,kasoku,JLPT N2,Noun,percepatan; mempercepat
加速度,かそくど,kasokudo,JLPT N2,Noun,percepatan
片仮名,かたかな,katakana,JLPT N2,Noun,katakana; aksara suku kata Jepang bersudut yang digunakan terutama untuk kata-kata pinjaman
塊,かたまり,katamari,JLPT N2,Noun,gumpalan; massa
片道,かたみち,katamichi,JLPT N2,Noun,perjalanan satu arah
仮定,かてい,katei,JLPT N2,Noun,asumsi; dugaan
課程,かてい,katei,JLPT N2,Noun,kursus; kurikulum
過程,かてい,katei,JLPT N2,Noun,proses; jalur
活字,かつじ,katsuji,JLPT N2,Noun,jenis huruf cetak; huruf lepas
活力,かつりょく,katsuryoku,JLPT N2,Noun,vitalitas; energi
活躍,かつやく,katsuyaku,JLPT N2,Noun,aktivitas (khususnya energik); upaya besar
為替,かわせ,kawase,JLPT N2,Noun,wesel pos; draf
歌謡,かよう,kayou,JLPT N2,Noun,lagu; balada
痒い,かゆい,kayui,JLPT N2,I-adjective,gatal; gatal
火山,かざん,kazan,JLPT N2,Noun,gunung berapi
課税,かぜい,kazei,JLPT N2,Noun,perpajakan
毛皮,けがわ,kegawa,JLPT N2,Noun,bulu; kulit
気配,けはい,kehai,JLPT N2,Noun,indikasi; tanda
競馬,けいば,keiba,JLPT N2,Noun,pacuan kuda
警備,けいび,keibi,JLPT N2,Noun,pertahanan; penjagaan
経度,けいど,keido,JLPT N2,Noun,garis bujur
敬語,けいご,keigo,JLPT N2,Noun,gelar kehormatan; istilah penghormatan
稽古,けいこ,keiko,JLPT N2,Noun,latihan; berlatih
蛍光灯,けいこうとう,keikoutou,JLPT N2,Noun,lampu neon; cahaya neon
形式,けいしき,keishiki,JLPT N2,Noun,bentuk (sebagai lawan dari substansi); formalitas
毛糸,けいと,keito,JLPT N2,Noun,wol rajut; benang wol
系統,けいとう,keitou,JLPT N2,Noun,sistem
形容動詞,けいようどうし,keiyoudoushi,JLPT N2,Noun,kata sifat-na (kata sifat-na); kata sifat semu
形容詞,けいようし,keiyoushi,JLPT N2,Noun,kata sifat; i-kata sifat (dalam bahasa Jepang)
継続,けいぞく,keizoku,JLPT N2,Noun,kelanjutan
煙い,けむい,kemui,JLPT N2,I-adjective,berasap
顕微鏡,けんびきょう,kenbikyou,JLPT N2,Noun,mikroskop
県庁,けんちょう,kenchou,JLPT N2,Noun,kantor prefektur
見学,けんがく,kengaku,JLPT N2,Noun,Inspeksi; studi melalui observasi
謙虚,けんきょ,kenkyo,JLPT N2,Na-adjective,kesopanan; kerendahan hati
研修,けんしゅう,kenshuu,JLPT N2,Noun,pelatihan (khususnya pelatihan dalam jabatan); kursus pengenalan
謙遜,けんそん,kenson,JLPT N2,Noun,kesopanan; kerendahan hati
傑作,けっさく,kessaku,JLPT N2,Na-adjective,mahakarya; karya terbaik
桁,けた,keta,JLPT N2,Noun,kolom; balok
血圧,けつあつ,ketsuatsu,JLPT N2,Noun,tekanan darah
血液,けつえき,ketsueki,JLPT N2,Noun,darah
険しい,けわしい,kewashii,JLPT N2,I-adjective,curam; terjal
気圧,きあつ,kiatsu,JLPT N2,Noun,tekanan atmosfer
基盤,きばん,kiban,JLPT N2,Noun,pondasi; dasar
基地,きち,kichi,JLPT N2,Noun,"dasar  きち: ichi1, berita1, nf02. 基地: ichi1, berita1, nf02."
着替え,きがえ,kigae,JLPT N2,Noun,mengganti pakaian; pakaian ganti
期限,きげん,kigen,JLPT N2,Noun,istilah; periode
記号,きごう,kigou,JLPT N2,Noun,simbol; kode
器具,きぐ,kigu,JLPT N2,Noun,perkakas; peralatan
基準,きじゅん,kijun,JLPT N2,Noun,standar; dasar
機関車,きかんしゃ,kikansha,JLPT N2,Noun,lokomotif; mesin
飢饉,ききん,kikin,JLPT N2,Noun,kelaparan; kekeringan
切っ掛け,きっかけ,kikkake,JLPT N2,Noun,kesempatan; awal
金魚,きんぎょ,kingyo,JLPT N2,Noun,ikan mas
規律,きりつ,kiritsu,JLPT N2,Noun,ketertiban; ketaatan
起床,きしょう,kishou,JLPT N2,Noun,bangun; beranjak dari tempat tidur
基礎,きそ,kiso,JLPT N2,Noun,dasar; landasan
気体,きたい,kitai,JLPT N2,Noun,uap; uap
清い,きよい,kiyoi,JLPT N2,I-adjective,jernih; murni
コーラス,コーラス,ko-rasu,JLPT N2,Noun,paduan suara
コース,コース,ko-su,JLPT N2,Noun,"jalur (rute, lintasan, program studi, rencana tindakan, pilihan)"
こちらこそ,こちらこそ,kochirakoso,JLPT N2,Expression,Seharusnya akulah yang mengatakan demikian.
恋しい,こいしい,koishii,JLPT N2,I-adjective,mendambakan; merindukan
コック,コック,kokku,JLPT N2,Noun,juru masak; koki
心当たり,こころあたり,kokoroatari,JLPT N2,Noun,memiliki pengetahuan tentang; kebetulan tahu
国王,こくおう,kokuou,JLPT N2,Noun,raja
国立,こくりつ,kokuritsu,JLPT N2,Noun,nasional
国籍,こくせき,kokuseki,JLPT N2,Noun,kewarganegaraan; warga negara
紺,こん,kon,JLPT N2,Noun,biru tua; biru pekat
此間,こないだ,konaida,JLPT N2,Adverbial noun,beberapa hari yang lalu; akhir-akhir ini
今晩は,こんばんは,konbanha,JLPT N2,Expression,Selamat malam
混合,こんごう,kongou,JLPT N2,Noun,pencampuran; campuran
コンクール,コンクール,konku-ru,JLPT N2,Noun,kompetisi; kontes
混凝土,こんくりいと,konkuriito,JLPT N2,Noun,konkret
コンセント,コンセント,konsento,JLPT N2,Noun,stopkontak listrik; soket dinding
コレクション,コレクション,korekushon,JLPT N2,Noun,koleksi
腰掛け,こしかけ,koshikake,JLPT N2,Noun,tempat duduk; bangku
胡椒,こしょう,koshou,JLPT N2,Noun,merica
こっそり,こっそり,kossori,JLPT N2,Adverb,diam-diam; secara rahasia
個体,こたい,kotai,JLPT N2,Noun,individu; spesimen
古典,こてん,koten,JLPT N2,Noun,buku lama; karya klasik
琴,こと,koto,JLPT N2,Noun,koto (kecapi Jepang 13 senar)
言葉遣い,ことばづかい,kotobazukai,JLPT N2,Noun,ucapan; ekspresi
請う,こう,kou,JLPT N2,Expression,memohon; meminta
鉱物,こうぶつ,koubutsu,JLPT N2,Noun,"mineral  こうぶつ: ichi1, news1, nf19. 鉱物: ichi1, berita1, nf19."
耕地,こうち,kouchi,JLPT N2,Noun,"tanah subur  こうち: news2, nf26, spec2. isi: news2, nf26, spec2."
高度,こうど,koudo,JLPT N2,Na-adjective,ketinggian; tinggi
工芸,こうげい,kougei,JLPT N2,Noun,seni industri; kerajinan
後輩,こうはい,kouhai,JLPT N2,Noun,"junior (di tempat kerja, sekolah, dll.); orang yang lebih muda"
公表,こうひょう,kouhyou,JLPT N2,Noun,pengumuman resmi; proklamasi
工員,こういん,kouin,JLPT N2,Noun,pekerja pabrik
工事,こうじ,kouji,JLPT N2,Noun,pekerjaan konstruksi; konstruksi
口実,こうじつ,koujitsu,JLPT N2,Noun,alasan; dalih
孝行,こうこう,koukou,JLPT N2,Na-adjective,bakti kepada orang tua
公共,こうきょう,koukyou,JLPT N2,Noun,publik; komunitas
高級,こうきゅう,koukyuu,JLPT N2,Na-adjective,kelas atas; kualitas tinggi
項目,こうもく,koumoku,JLPT N2,Noun,(data) item; entri
公務,こうむ,koumu,JLPT N2,Noun,urusan resmi; urusan publik
効力,こうりょく,kouryoku,JLPT N2,Noun,efek; kemanjuran
交流,こうりゅう,kouryuu,JLPT N2,Noun,Pertukaran (budaya); pertukaran antar-negara
交差,こうさ,kousa,JLPT N2,Noun,penyeberangan; persimpangan
公正,こうせい,kousei,JLPT N2,Na-adjective,keadilan; kewajaran
功績,こうせき,kouseki,JLPT N2,Noun,prestasi; jasa
光線,こうせん,kousen,JLPT N2,Noun,berkas; sinar cahaya
校舎,こうしゃ,kousha,JLPT N2,Noun,gedung sekolah
講師,こうし,koushi,JLPT N2,Noun,"dosen  こうし: ichi1, news1, nf03. arti: ichi1, berita1, nf03."
公式,こうしき,koushiki,JLPT N2,No-adjective,formal; resmi
斯うして,こうして,koushite,JLPT N2,Conjunction,Jadi; dengan cara ini
公衆,こうしゅう,koushuu,JLPT N2,Noun,masyarakat umum; publik
高層,こうそう,kousou,JLPT N2,No-adjective,bertingkat banyak; gedung tinggi
香水,こうすい,kousui,JLPT N2,Noun,parfum
交代,こうたい,koutai,JLPT N2,Noun,pergantian; perubahan
校庭,こうてい,koutei,JLPT N2,Noun,halaman sekolah; kampus
高等,こうとう,koutou,JLPT N2,Na-adjective,kelas atas; kualitas tinggi
交通機関,こうつうきかん,koutsuukikan,JLPT N2,Noun,fasilitas transportasi
紅葉,こうよう,kouyou,JLPT N2,Noun,warna musim gugur; warna-warna musim gugur
構造,こうぞう,kouzou,JLPT N2,Noun,struktur; konstruksi
小指,こゆび,koyubi,JLPT N2,Noun,jari kelingking
小遣い,こづかい,kozukai,JLPT N2,Noun,uang saku; uang belanja
クーラー,クーラー,ku-ra-,JLPT N2,Noun,"lebih dingin; AC  クーラー: gai1, ichi1."
区分,くぶん,kubun,JLPT N2,Noun,pembagian; bagian
口紅,くちべに,kuchibeni,JLPT N2,Noun,lipstik
唇,くちびる,kuchibiru,JLPT N2,Noun,bibir
下らない,くだらない,kudaranai,JLPT N2,I-adjective,tidak berguna; bodoh
諄い,くどい,kudoi,JLPT N2,I-adjective,bertele-tele; mendesak
工夫,くふう,kufuu,JLPT N2,Noun,rencana; alat
釘,くぎ,kugi,JLPT N2,Noun,paku (yaitu paku logam kecil)
区域,くいき,kuiki,JLPT N2,Noun,batas; wilayah
苦情,くじょう,kujou,JLPT N2,Noun,keluhan; masalah
クリーニング,クリーニング,kuri-ningu,JLPT N2,Noun,pembersihan; pencucian kering
嚏,くしゃみ,kushami,JLPT N2,Noun,bersin
櫛,くし,kushi,JLPT N2,Noun,sisir
苦心,くしん,kushin,JLPT N2,Noun,rasa sakit; kesulitan
薬指,くすりゆび,kusuriyubi,JLPT N2,Noun,jari manis; jari kelingking
句読点,くとうてん,kutouten,JLPT N2,Noun,tanda baca; tanda baca
空中,くうちゅう,kuuchuu,JLPT N2,Noun,langit; udara
空想,くうそう,kuusou,JLPT N2,Noun,lamunan; fantasi
悔しい,くやしい,kuyashii,JLPT N2,I-adjective,menjengkelkan; mengganggu
屑,くず,kuzu,JLPT N2,Noun,limbah; sisa
客席,きゃくせき,kyakuseki,JLPT N2,Noun,"Tempat duduk tamu (misalnya teater, stadion); tempat duduk penumpang (misalnya taksi)"
キャンパス,キャンパス,kyanpasu,JLPT N2,Noun,"kampus  キャンパス: gai1, ichi1."
曲線,きょくせん,kyokusen,JLPT N2,Noun,melengkung
強化,きょうか,kyouka,JLPT N2,Noun,penguatan; pengintensifan
恐縮,きょうしゅく,kyoushuku,JLPT N2,Noun,merasa berkewajiban; merasa bersyukur
教養,きょうよう,kyouyou,JLPT N2,Noun,Pembudidayaan; penyempurnaan
休業,きゅうぎょう,kyuugyou,JLPT N2,Noun,tutup (misalnya toko); bisnis ditangguhkan
休講,きゅうこう,kyuukou,JLPT N2,Noun,"Pembatalan kuliah; membatalkan (kuliah, kelas, dll.)"
休息,きゅうそく,kyuusoku,JLPT N2,Noun,istirahat; kelegaan
給与,きゅうよ,kyuuyo,JLPT N2,Noun,gaji; upah
休養,きゅうよう,kyuuyou,JLPT N2,Noun,istirahat; jeda
まあまあ,まあまあ,maamaa,JLPT N2,Na-adjective,biasa saja
眩しい,まぶしい,mabushii,JLPT N2,I-adjective,mempesona; bercahaya
瞼,まぶた,mabuta,JLPT N2,Noun,kelopak mata; kelopak mata
待合室,まちあいしつ,machiaishitsu,JLPT N2,Noun,ruang tunggu
街角,まちかど,machikado,JLPT N2,Noun,sudut jalan
マフラー,マフラー,mafura-,JLPT N2,Noun,"knalpot (garmen, kendaraan); syal  マフラー: gai1, ichi1."
まごまご,まごまご,magomago,JLPT N2,Adverb,bingung; gelisah
毎度,まいど,maido,JLPT N2,Adverbial noun,setiap kali; selalu
マイナス,マイナス,mainasu,JLPT N2,Noun,"dikurangi  マイナス: gai1, ichi1."
枚数,まいすう,maisuu,JLPT N2,Noun,jumlah benda datar
真っ暗,まっくら,makkura,JLPT N2,Na-adjective,kegelapan total; gelap gulita
真っ黒,まっくろ,makkuro,JLPT N2,Na-adjective,gelap gulita
枕,まくら,makura,JLPT N2,Noun,bantal; guling
間もなく,まもなく,mamonaku,JLPT N2,Adverb,segera; sebentar lagi
満員,まんいん,manin,JLPT N2,Noun,Penuh sesak; tidak ada kursi kosong
マンション,マンション,manshon,JLPT N2,Noun,kondominium (seringkali bangunan beton bertingkat menengah atau tinggi); gedung apartemen
